Au"status"	"family"	"pval"	"qval"	"id"	"symbol"	"gene_short_name"	"num_cells_expressed"	"use_for_ordering"	"gene_id"
"ENSMUSG00000098274"	"OK"	"negbinomial.size"	6.58420511946384e-123	4.53756613874554e-121	"ENSMUSG00000098274"	"Rpl24"	"Rpl24"	27572	FALSE	"ENSMUSG00000098274"
"ENSMUSG00000022892"	"OK"	"negbinomial.size"	4.88440822918828e-50	1.20562057321089e-48	"ENSMUSG00000022892"	"App"	"App"	17969	FALSE	"ENSMUSG00000022892"
"ENSMUSG00000025613"	"OK"	"negbinomial.size"	7.88127379904915e-85	3.45777012451241e-83	"ENSMUSG00000025613"	"Cct8"	"Cct8"	26678	TRUE	"ENSMUSG00000025613"
"ENSMUSG00000039830"	"OK"	"negbinomial.size"	4.22647091301846e-88	1.93609660206654e-86	"ENSMUSG00000039830"	"Olig2"	"Olig2"	26180	TRUE	"ENSMUSG00000039830"
"ENSMUSG00000046160"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000046160"	"Olig1"	"Olig1"	27103	TRUE	"ENSMUSG00000046160"
"ENSMUSG00000022956"	"OK"	"negbinomial.size"	8.70080994679298e-111	5.13314829247351e-109	"ENSMUSG00000022956"	"Atp5o"	"Atp5o"	27509	FALSE	"ENSMUSG00000022956"
"ENSMUSG00000022947"	"OK"	"negbinomial.size"	2.70454083041276e-64	8.68520070797499e-63	"ENSMUSG00000022947"	"Cbr3"	"Cbr3"	8721	FALSE	"ENSMUSG00000022947"
"ENSMUSG00000040681"	"OK"	"negbinomial.size"	8.33812633194729e-133	6.55890493030702e-131	"ENSMUSG00000040681"	"Hmgn1"	"Hmgn1"	27516	FALSE	"ENSMUSG00000040681"
"ENSMUSG00000092074"	"OK"	"negbinomial.size"	1.27566144856224e-49	3.12888615139478e-48	"ENSMUSG00000092074"	"Dynlt1a"	"Dynlt1a"	3001	FALSE	"ENSMUSG00000092074"
"ENSMUSG00000095677"	"OK"	"negbinomial.size"	1.91480449735378e-96	9.84260067534163e-95	"ENSMUSG00000095677"	"Dynlt1f"	"Dynlt1f"	8620	FALSE	"ENSMUSG00000095677"
"ENSMUSG00000094724"	"OK"	"negbinomial.size"	1.60949467508388e-89	7.43853993009834e-88	"ENSMUSG00000094724"	"Rnaset2b"	"Rnaset2b"	7008	FALSE	"ENSMUSG00000094724"
"ENSMUSG00000095687"	"OK"	"negbinomial.size"	1.56843149052061e-109	9.14918369470357e-108	"ENSMUSG00000095687"	"Rnaset2a"	"Rnaset2a"	8021	FALSE	"ENSMUSG00000095687"
"ENSMUSG00000023861"	"OK"	"negbinomial.size"	6.36674700034191e-52	1.63904271950951e-50	"ENSMUSG00000023861"	"Mpc1"	"Mpc1"	27114	FALSE	"ENSMUSG00000023861"
"ENSMUSG00000073468"	"OK"	"negbinomial.size"	3.80492875176214e-54	1.02529005724386e-52	"ENSMUSG00000073468"	"Sft2d1"	"Sft2d1"	19249	FALSE	"ENSMUSG00000073468"
"ENSMUSG00000062078"	"OK"	"negbinomial.size"	9.61464420259684e-46	2.10320341931806e-44	"ENSMUSG00000062078"	"Qk"	"Qk"	27121	TRUE	"ENSMUSG00000062078"
"ENSMUSG00000023832"	"OK"	"negbinomial.size"	1.64437830154494e-102	8.86200416836069e-101	"ENSMUSG00000023832"	"Acat2"	"Acat2"	23371	TRUE	"ENSMUSG00000023832"
"ENSMUSG00000014769"	"OK"	"negbinomial.size"	5.11133276843854e-127	3.79090513659192e-125	"ENSMUSG00000014769"	"Psmb1"	"Psmb1"	27302	FALSE	"ENSMUSG00000014769"
"ENSMUSG00000047786"	"OK"	"negbinomial.size"	3.90695323970531e-138	3.2367445057665e-136	"ENSMUSG00000047786"	"Lix1"	"Lix1"	1929	TRUE	"ENSMUSG00000047786"
"ENSMUSG00000023904"	"OK"	"negbinomial.size"	1.7059710458327e-71	6.28144185315469e-70	"ENSMUSG00000023904"	"Hcfc1r1"	"Hcfc1r1"	16072	TRUE	"ENSMUSG00000023904"
"ENSMUSG00000034681"	"OK"	"negbinomial.size"	1.20173757799191e-44	2.56749832335035e-43	"ENSMUSG00000034681"	"Rnps1"	"Rnps1"	23323	FALSE	"ENSMUSG00000034681"
"ENSMUSG00000079657"	"OK"	"negbinomial.size"	8.19614154850007e-70	2.93459550845721e-68	"ENSMUSG00000079657"	"Rab26"	"Rab26"	2943	TRUE	"ENSMUSG00000079657"
"ENSMUSG00000044533"	"OK"	"negbinomial.size"	1.58689894354633e-40	3.11676557953771e-39	"ENSMUSG00000044533"	"Rps2"	"Rps2"	27576	FALSE	"ENSMUSG00000044533"
"ENSMUSG00000090101"	"OK"	"negbinomial.size"	2.20641980106109e-156	2.07018002418834e-154	"ENSMUSG00000090101"	"Snhg9"	"Snhg9"	14347	TRUE	"ENSMUSG00000090101"
"ENSMUSG00000061046"	"OK"	"negbinomial.size"	3.37157988549213e-111	1.99666755576197e-109	"ENSMUSG00000061046"	"Haghl"	"Haghl"	16751	FALSE	"ENSMUSG00000061046"
"ENSMUSG00000002274"	"OK"	"negbinomial.size"	4.65306662662805e-50	1.15034147158305e-48	"ENSMUSG00000002274"	"Metrn"	"Metrn"	23428	TRUE	"ENSMUSG00000002274"
"ENSMUSG00000049124"	"OK"	"negbinomial.size"	1.58958970182928e-146	1.39089098910062e-144	"ENSMUSG00000049124"	"Gm8186"	"Gm8186"	8187	FALSE	"ENSMUSG00000049124"
"ENSMUSG00000015575"	"OK"	"negbinomial.size"	8.85036821191397e-63	2.74590607371634e-61	"ENSMUSG00000015575"	"Atp6v0e"	"Atp6v0e"	25885	FALSE	"ENSMUSG00000015575"
"ENSMUSG00000046711"	"OK"	"negbinomial.size"	7.14870728532453e-208	1.04057117727971e-205	"ENSMUSG00000046711"	"Hmga1"	"Hmga1"	4230	TRUE	"ENSMUSG00000046711"
"ENSMUSG00000071172"	"OK"	"negbinomial.size"	3.35971295491453e-44	7.06174484113278e-43	"ENSMUSG00000071172"	"Srsf3"	"Srsf3"	26912	TRUE	"ENSMUSG00000071172"
"ENSMUSG00000059208"	"OK"	"negbinomial.size"	1.28976404999583e-66	4.34806819884956e-65	"ENSMUSG00000059208"	"Hnrnpm"	"Hnrnpm"	26050	FALSE	"ENSMUSG00000059208"
"ENSMUSG00000097971"	"OK"	"negbinomial.size"	1.79275799990556e-133	1.41737085525528e-131	"ENSMUSG00000097971"	"Gm26917"	"Gm26917"	23175	TRUE	"ENSMUSG00000097971"
"ENSMUSG00000098178"	"OK"	"negbinomial.size"	4.9352058581757e-143	4.27032395783814e-141	"ENSMUSG00000098178"	"Gm42418"	"Gm42418"	24106	TRUE	"ENSMUSG00000098178"
"ENSMUSG00000105361"	"OK"	"negbinomial.size"	2.19684588540655e-143	1.91150137794452e-141	"ENSMUSG00000105361"	"AY036118"	"AY036118"	15700	TRUE	"ENSMUSG00000105361"
"ENSMUSG00000023913"	"OK"	"negbinomial.size"	1.44468601217739e-167	1.56256837775436e-165	"ENSMUSG00000023913"	"Pla2g7"	"Pla2g7"	6523	TRUE	"ENSMUSG00000023913"
"ENSMUSG00000023940"	"OK"	"negbinomial.size"	2.24188568492018e-59	6.49021738710629e-58	"ENSMUSG00000023940"	"Sgol1"	"Sgol1"	6500	TRUE	"ENSMUSG00000023940"
"ENSMUSG00000001228"	"OK"	"negbinomial.size"	5.2040665637651e-47	1.18153552085483e-45	"ENSMUSG00000001228"	"Uhrf1"	"Uhrf1"	9469	TRUE	"ENSMUSG00000001228"
"ENSMUSG00000057863"	"OK"	"negbinomial.size"	7.66431759131645e-95	3.85070149950818e-93	"ENSMUSG00000057863"	"Rpl36"	"Rpl36"	27575	FALSE	"ENSMUSG00000057863"
"ENSMUSG00000002379"	"OK"	"negbinomial.size"	2.38237414551797e-111	1.42713374294009e-109	"ENSMUSG00000002379"	"Ndufa11"	"Ndufa11"	26959	FALSE	"ENSMUSG00000002379"
"ENSMUSG00000007670"	"OK"	"negbinomial.size"	1.00106560599398e-36	1.79833873279771e-35	"ENSMUSG00000007670"	"Khsrp"	"Khsrp"	5698	TRUE	"ENSMUSG00000007670"
"ENSMUSG00000024085"	"OK"	"negbinomial.size"	7.43620093743484e-45	1.60413891413501e-43	"ENSMUSG00000024085"	"Man2a1"	"Man2a1"	5677	TRUE	"ENSMUSG00000024085"
"ENSMUSG00000024091"	"OK"	"negbinomial.size"	7.59060484164121e-104	4.16280529607612e-102	"ENSMUSG00000024091"	"Vapa"	"Vapa"	26817	FALSE	"ENSMUSG00000024091"
"ENSMUSG00000024099"	"OK"	"negbinomial.size"	9.24110111263951e-53	2.42715261095043e-51	"ENSMUSG00000024099"	"Ndufv2"	"Ndufv2"	27077	FALSE	"ENSMUSG00000024099"
"ENSMUSG00000003279"	"OK"	"negbinomial.size"	1.61299134013108e-43	3.35411750634734e-42	"ENSMUSG00000003279"	"Dlgap1"	"Dlgap1"	4904	TRUE	"ENSMUSG00000003279"
"ENSMUSG00000034868"	"OK"	"negbinomial.size"	8.44625848157532e-83	3.64405750278492e-81	"ENSMUSG00000034868"	"Myl12b"	"Myl12b"	19157	FALSE	"ENSMUSG00000034868"
"ENSMUSG00000024048"	"OK"	"negbinomial.size"	7.61746948594722e-38	1.42086332028297e-36	"ENSMUSG00000024048"	"Myl12a"	"Myl12a"	26092	TRUE	"ENSMUSG00000024048"
"ENSMUSG00000041057"	"OK"	"negbinomial.size"	9.90496515163927e-55	2.68295360411794e-53	"ENSMUSG00000041057"	"Wdr43"	"Wdr43"	18099	TRUE	"ENSMUSG00000041057"
"ENSMUSG00000024072"	"OK"	"negbinomial.size"	4.33319490338018e-55	1.18195290052796e-53	"ENSMUSG00000024072"	"Yipf4"	"Yipf4"	15297	FALSE	"ENSMUSG00000024072"
"ENSMUSG00000024084"	"OK"	"negbinomial.size"	1.74142847557287e-65	5.71005231727316e-64	"ENSMUSG00000024084"	"Qpct"	"Qpct"	8046	TRUE	"ENSMUSG00000024084"
"ENSMUSG00000038805"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000038805"	"Six3"	"Six3"	1137	TRUE	"ENSMUSG00000038805"
"ENSMUSG00000036438"	"OK"	"negbinomial.size"	4.44810393916866e-51	1.11921193622862e-49	"ENSMUSG00000036438"	"Calm2"	"Calm2"	27523	TRUE	"ENSMUSG00000036438"
"ENSMUSG00000056673"	"OK"	"negbinomial.size"	1.70123235146744e-191	2.13683015113753e-189	"ENSMUSG00000056673"	"Kdm5d"	"Kdm5d"	701	FALSE	"ENSMUSG00000056673"
"ENSMUSG00000069049"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000069049"	"Eif2s3y"	"Eif2s3y"	3878	TRUE	"ENSMUSG00000069049"
"ENSMUSG00000068457"	"OK"	"negbinomial.size"	1.67254390961424e-249	2.96021265820929e-247	"ENSMUSG00000068457"	"Uty"	"Uty"	898	FALSE	"ENSMUSG00000068457"
"ENSMUSG00000069045"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000069045"	"Ddx3y"	"Ddx3y"	2524	TRUE	"ENSMUSG00000069045"
"ENSMUSG00000096768"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000096768"	"Erdr1"	"Erdr1"	14150	TRUE	"ENSMUSG00000096768"
"ENSMUSG00000073640"	"OK"	"negbinomial.size"	7.57039824145721e-36	1.32333280146685e-34	"ENSMUSG00000073640"	"Rpl27-ps3"	"Rpl27-ps3"	15780	FALSE	"ENSMUSG00000073640"
"ENSMUSG00000073639"	"OK"	"negbinomial.size"	1.53370519136956e-57	4.34317424646924e-56	"ENSMUSG00000073639"	"Rab18"	"Rab18"	22776	FALSE	"ENSMUSG00000073639"
"ENSMUSG00000047879"	"OK"	"negbinomial.size"	5.77306553531288e-41	1.13961338038654e-39	"ENSMUSG00000047879"	"Usp14"	"Usp14"	19734	FALSE	"ENSMUSG00000047879"
"ENSMUSG00000058064"	"OK"	"negbinomial.size"	5.05065418996219e-137	4.14020731624532e-135	"ENSMUSG00000058064"	"Gm10036"	"Gm10036"	18218	FALSE	"ENSMUSG00000058064"
"ENSMUSG00000024261"	"OK"	"negbinomial.size"	5.68697888059568e-46	1.25459909440903e-44	"ENSMUSG00000024261"	"Syt4"	"Syt4"	645	TRUE	"ENSMUSG00000024261"
"ENSMUSG00000038128"	"OK"	"negbinomial.size"	1.37614175333713e-38	2.62664311375316e-37	"ENSMUSG00000038128"	"Camk4"	"Camk4"	2147	FALSE	"ENSMUSG00000038128"
"ENSMUSG00000042834"	"OK"	"negbinomial.size"	1.59606138648265e-44	3.39135826663947e-43	"ENSMUSG00000042834"	"Nrep"	"Nrep"	4674	TRUE	"ENSMUSG00000042834"
"ENSMUSG00000037815"	"OK"	"negbinomial.size"	1.60559852546392e-38	3.05711455184602e-37	"ENSMUSG00000037815"	"Ctnna1"	"Ctnna1"	16225	FALSE	"ENSMUSG00000037815"
"ENSMUSG00000024346"	"OK"	"negbinomial.size"	5.25505316842088e-38	9.8492723343147e-37	"ENSMUSG00000024346"	"Pfdn1"	"Pfdn1"	26676	FALSE	"ENSMUSG00000024346"
"ENSMUSG00000024425"	"OK"	"negbinomial.size"	5.14713315107717e-87	2.33042438453566e-85	"ENSMUSG00000024425"	"Ndfip1"	"Ndfip1"	13522	FALSE	"ENSMUSG00000024425"
"ENSMUSG00000024500"	"OK"	"negbinomial.size"	2.4328284852313e-70	8.77113510589756e-69	"ENSMUSG00000024500"	"Ppp2r2b"	"Ppp2r2b"	11251	TRUE	"ENSMUSG00000024500"
"ENSMUSG00000024501"	"OK"	"negbinomial.size"	9.3658033467873e-54	2.50639840423045e-52	"ENSMUSG00000024501"	"Dpysl3"	"Dpysl3"	19981	TRUE	"ENSMUSG00000024501"
"ENSMUSG00000034484"	"OK"	"negbinomial.size"	1.46083092707434e-43	3.04584226093478e-42	"ENSMUSG00000034484"	"Snx2"	"Snx2"	14375	FALSE	"ENSMUSG00000034484"
"ENSMUSG00000024608"	"OK"	"negbinomial.size"	2.64137441913247e-35	4.53077164955817e-34	"ENSMUSG00000024608"	"Rps14"	"Rps14"	27577	FALSE	"ENSMUSG00000024608"
"ENSMUSG00000024583"	"OK"	"negbinomial.size"	1.80998294930203e-43	3.74873463236425e-42	"ENSMUSG00000024583"	"Txnl1"	"Txnl1"	25903	FALSE	"ENSMUSG00000024583"
"ENSMUSG00000024516"	"OK"	"negbinomial.size"	1.3829909711451e-65	4.57326632178023e-64	"ENSMUSG00000024516"	"Sec11c"	"Sec11c"	20434	FALSE	"ENSMUSG00000024516"
"ENSMUSG00000053477"	"OK"	"negbinomial.size"	1.75249682391199e-64	5.65116729449881e-63	"ENSMUSG00000053477"	"Tcf4"	"Tcf4"	26794	TRUE	"ENSMUSG00000053477"
"ENSMUSG00000062328"	"OK"	"negbinomial.size"	7.1914043402485e-39	1.37599659212986e-37	"ENSMUSG00000062328"	"Rpl17"	"Rpl17"	27570	FALSE	"ENSMUSG00000062328"
"ENSMUSG00000025428"	"OK"	"negbinomial.size"	6.20654760151035e-69	2.1771842093136e-67	"ENSMUSG00000025428"	"Atp5a1"	"Atp5a1"	27473	FALSE	"ENSMUSG00000025428"
"ENSMUSG00000041607"	"OK"	"negbinomial.size"	2.8907778162245e-38	5.46406122423502e-37	"ENSMUSG00000041607"	"Mbp"	"Mbp"	1128	TRUE	"ENSMUSG00000041607"
"ENSMUSG00000060803"	"OK"	"negbinomial.size"	2.21729179270613e-127	1.66832462180667e-125	"ENSMUSG00000060803"	"Gstp1"	"Gstp1"	6010	FALSE	"ENSMUSG00000060803"
"ENSMUSG00000024844"	"OK"	"negbinomial.size"	4.10615005803206e-158	3.94773377492897e-156	"ENSMUSG00000024844"	"Banf1"	"Banf1"	26865	FALSE	"ENSMUSG00000024844"
"ENSMUSG00000095098"	"OK"	"negbinomial.size"	5.76904621900548e-202	7.67973460350515e-200	"ENSMUSG00000095098"	"Ccdc85b"	"Ccdc85b"	6107	TRUE	"ENSMUSG00000095098"
"ENSMUSG00000092341"	"OK"	"negbinomial.size"	2.42440846763916e-244	4.14946833884394e-242	"ENSMUSG00000092341"	"Malat1"	"Malat1"	27567	TRUE	"ENSMUSG00000092341"
"ENSMUSG00000038274"	"OK"	"negbinomial.size"	5.65415495498008e-63	1.75775376095439e-61	"ENSMUSG00000038274"	"Fau"	"Fau"	27571	FALSE	"ENSMUSG00000038274"
"ENSMUSG00000056612"	"OK"	"negbinomial.size"	1.60319248060529e-52	4.18253314663775e-51	"ENSMUSG00000056612"	"Ppp1r14b"	"Ppp1r14b"	27405	TRUE	"ENSMUSG00000056612"
"ENSMUSG00000024758"	"OK"	"negbinomial.size"	2.78881870093726e-36	4.93589218944293e-35	"ENSMUSG00000024758"	"Rtn3"	"Rtn3"	25965	FALSE	"ENSMUSG00000024758"
"ENSMUSG00000010095"	"OK"	"negbinomial.size"	3.56548014211987e-71	1.30357636651448e-69	"ENSMUSG00000010095"	"Slc3a2"	"Slc3a2"	22293	TRUE	"ENSMUSG00000010095"
"ENSMUSG00000010097"	"OK"	"negbinomial.size"	1.87353674758324e-69	6.64700110332779e-68	"ENSMUSG00000010097"	"Nxf1"	"Nxf1"	19678	FALSE	"ENSMUSG00000010097"
"ENSMUSG00000071653"	"OK"	"negbinomial.size"	6.03401182300134e-106	3.41744487793621e-104	"ENSMUSG00000071653"	"1810009A15Rik"	"1810009A15Rik"	3816	FALSE	"ENSMUSG00000071653"
"ENSMUSG00000024654"	"OK"	"negbinomial.size"	6.22897358315984e-106	3.50239218619908e-104	"ENSMUSG00000024654"	"Asrgl1"	"Asrgl1"	16029	TRUE	"ENSMUSG00000024654"
"ENSMUSG00000024661"	"OK"	"negbinomial.size"	5.70318274835188e-38	1.06763306857669e-36	"ENSMUSG00000024661"	"Fth1"	"Fth1"	27565	TRUE	"ENSMUSG00000024661"
"ENSMUSG00000024642"	"OK"	"negbinomial.size"	5.94353456212152e-44	1.24422783340111e-42	"ENSMUSG00000024642"	"Tle4"	"Tle4"	13535	TRUE	"ENSMUSG00000024642"
"ENSMUSG00000047368"	"OK"	"negbinomial.size"	3.35974373715058e-56	9.37777933801438e-55	"ENSMUSG00000047368"	"Abhd17b"	"Abhd17b"	19871	TRUE	"ENSMUSG00000047368"
"ENSMUSG00000058927"	"OK"	"negbinomial.size"	3.41178706877215e-136	2.76763456229824e-134	"ENSMUSG00000058927"	"Gm10053"	"Gm10053"	7430	FALSE	"ENSMUSG00000058927"
"ENSMUSG00000062456"	"OK"	"negbinomial.size"	3.63486059518418e-41	7.202665874045e-40	"ENSMUSG00000062456"	"Rpl9-ps6"	"Rpl9-ps6"	19464	FALSE	"ENSMUSG00000062456"
"ENSMUSG00000011752"	"OK"	"negbinomial.size"	3.0122113404169e-123	2.08511962786637e-121	"ENSMUSG00000011752"	"Pgam1"	"Pgam1"	27189	FALSE	"ENSMUSG00000011752"
"ENSMUSG00000025171"	"OK"	"negbinomial.size"	5.66761350706231e-37	1.02762608116991e-35	"ENSMUSG00000025171"	"Ubtd1"	"Ubtd1"	8269	TRUE	"ENSMUSG00000025171"
"ENSMUSG00000025204"	"OK"	"negbinomial.size"	1.43071837211721e-98	7.50284129485711e-97	"ENSMUSG00000025204"	"Ndufb8"	"Ndufb8"	27433	FALSE	"ENSMUSG00000025204"
"ENSMUSG00000036748"	"OK"	"negbinomial.size"	3.07944412372548e-46	6.86156541159145e-45	"ENSMUSG00000036748"	"Cuedc2"	"Cuedc2"	23771	FALSE	"ENSMUSG00000036748"
"ENSMUSG00000071528"	"OK"	"negbinomial.size"	2.33817218996882e-49	5.69906601858597e-48	"ENSMUSG00000071528"	"Usmg5"	"Usmg5"	27560	FALSE	"ENSMUSG00000071528"
"ENSMUSG00000025047"	"OK"	"negbinomial.size"	9.14292788484985e-57	2.57041700011799e-55	"ENSMUSG00000025047"	"Pdcd11"	"Pdcd11"	14711	FALSE	"ENSMUSG00000025047"
"ENSMUSG00000024975"	"OK"	"negbinomial.size"	1.08580912687863e-44	2.32620043344356e-43	"ENSMUSG00000024975"	"Pdcd4"	"Pdcd4"	14808	TRUE	"ENSMUSG00000024975"
"ENSMUSG00000064345"	"OK"	"negbinomial.size"	3.8557360622255e-73	1.46114572187743e-71	"ENSMUSG00000064345"	"mt-Nd2"	"mt-Nd2"	27464	TRUE	"ENSMUSG00000064345"
"ENSMUSG00000064351"	"OK"	"negbinomial.size"	3.62107621564896e-258	6.96274840231266e-256	"ENSMUSG00000064351"	"mt-Co1"	"mt-Co1"	27543	TRUE	"ENSMUSG00000064351"
"ENSMUSG00000064356"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000064356"	"mt-Atp8"	"mt-Atp8"	25937	TRUE	"ENSMUSG00000064356"
"ENSMUSG00000064357"	"OK"	"negbinomial.size"	1.8613955886207e-93	9.0881618472625e-92	"ENSMUSG00000064357"	"mt-Atp6"	"mt-Atp6"	27572	TRUE	"ENSMUSG00000064357"
"ENSMUSG00000064358"	"OK"	"negbinomial.size"	2.81519413937279e-78	1.14781802933851e-76	"ENSMUSG00000064358"	"mt-Co3"	"mt-Co3"	27565	TRUE	"ENSMUSG00000064358"
"ENSMUSG00000064360"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000064360"	"mt-Nd3"	"mt-Nd3"	27311	TRUE	"ENSMUSG00000064360"
"ENSMUSG00000065947"	"OK"	"negbinomial.size"	7.56295419531852e-86	3.36551461691674e-84	"ENSMUSG00000065947"	"mt-Nd4l"	"mt-Nd4l"	24575	TRUE	"ENSMUSG00000065947"
"ENSMUSG00000064363"	"OK"	"negbinomial.size"	4.04696710577317e-108	2.33450046934878e-106	"ENSMUSG00000064363"	"mt-Nd4"	"mt-Nd4"	27501	TRUE	"ENSMUSG00000064363"
"ENSMUSG00000064367"	"OK"	"negbinomial.size"	1.33462664737605e-46	3.00822142299306e-45	"ENSMUSG00000064367"	"mt-Nd5"	"mt-Nd5"	26610	TRUE	"ENSMUSG00000064367"
"ENSMUSG00000064370"	"OK"	"negbinomial.size"	3.1610033067526e-283	6.65305763549618e-281	"ENSMUSG00000064370"	"mt-Cytb"	"mt-Cytb"	27553	TRUE	"ENSMUSG00000064370"
