"status"	"family"	"pval"	"qval"	"id"	"symbol"	"gene_short_name"	"gene_id"	"num_cells_expressed"	"use_for_ordering"
"ENSMUSG00000003279"	"OK"	"negbinomial.size"	1.6120114931615e-43	3.35207997409751e-42	"ENSMUSG00000003279"	"Dlgap1"	"Dlgap1"	"ENSMUSG00000003279"	4904	TRUE
"ENSMUSG00000034868"	"OK"	"negbinomial.size"	8.45009066547838e-83	3.64571086190653e-81	"ENSMUSG00000034868"	"Myl12b"	"Myl12b"	"ENSMUSG00000034868"	19157	FALSE
"ENSMUSG00000024048"	"OK"	"negbinomial.size"	7.63064420048418e-38	1.42332075955139e-36	"ENSMUSG00000024048"	"Myl12a"	"Myl12a"	"ENSMUSG00000024048"	26092	TRUE
"ENSMUSG00000024072"	"OK"	"negbinomial.size"	4.33262877533589e-55	1.18179847943707e-53	"ENSMUSG00000024072"	"Yipf4"	"Yipf4"	"ENSMUSG00000024072"	15297	FALSE
"ENSMUSG00000024084"	"OK"	"negbinomial.size"	1.74019783615022e-65	5.70601711537677e-64	"ENSMUSG00000024084"	"Qpct"	"Qpct"	"ENSMUSG00000024084"	8046	TRUE
"ENSMUSG00000036438"	"OK"	"negbinomial.size"	4.4792528596883e-51	1.1270494877164e-49	"ENSMUSG00000036438"	"Calm2"	"Calm2"	"ENSMUSG00000036438"	27523	TRUE
"ENSMUSG00000056673"	"OK"	"negbinomial.size"	1.69768495847991e-191	2.13237445389714e-189	"ENSMUSG00000056673"	"Kdm5d"	"Kdm5d"	"ENSMUSG00000056673"	701	FALSE
"ENSMUSG00000069049"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000069049"	"Eif2s3y"	"Eif2s3y"	"ENSMUSG00000069049"	3878	TRUE
"ENSMUSG00000068457"	"OK"	"negbinomial.size"	1.66793146361318e-249	2.952049152929e-247	"ENSMUSG00000068457"	"Uty"	"Uty"	"ENSMUSG00000068457"	898	FALSE
"ENSMUSG00000069045"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000069045"	"Ddx3y"	"Ddx3y"	"ENSMUSG00000069045"	2524	TRUE
"ENSMUSG00000096768"	"OK"	"negbinomial.size"	0	0	"ENSMUSG00000096768"	"Erdr1"	"Erdr1"	"ENSMUSG00000096768"	14150	TRUE
"ENSMUSG00000073640"	"OK"	"negbinomial.size"	7.57008006951438e-36	1.32327718386854e-34	"ENSMUSG00000073640"	"Rpl27-ps3"	"Rpl27-ps3"	"ENSMUSG00000073640"	15780	FALSE
"ENSMUSG00000073639"	"OK"	"negbinomial.size"	1.53502409037003e-57	4.34690912863877e-56	"ENSMUSG00000073639"	"Rab18"	"Rab18"	"ENSMUSG00000073639"	22776	FALSE
"ENSMUSG00000047879"	"OK"	"negbinomial.size"	5.77448601802209e-41	1.13989378619384e-39	"ENSMUSG00000047879"	"Usp14"	"Usp14"	"ENSMUSG00000047879"	19734	FALSE
"ENSMUSG00000058064"	"OK"	"negbinomial.size"	5.05325772423672e-137	4.14234152920984e-135	"ENSMUSG00000058064"	"Gm10036"	"Gm10036"	"ENSMUSG00000058064"	18218	FALSE
"ENSMUSG00000038128"	"OK"	"negbinomial.size"	1.37535527051607e-38	2.62514195322154e-37	"ENSMUSG00000038128"	"Camk4"	"Camk4"	"ENSMUSG00000038128"	2147	FALSE
"ENSMUSG00000042834"	"OK"	"negbinomial.size"	1.59516712327326e-44	3.38945810982006e-43	"ENSMUSG00000042834"	"Nrep"	"Nrep"	"ENSMUSG00000042834"	4674	TRUE
"ENSMUSG00000024346"	"OK"	"negbinomial.size"	5.26454089495312e-38	9.86705468578759e-37	"ENSMUSG00000024346"	"Pfdn1"	"Pfdn1"	"ENSMUSG00000024346"	26676	FALSE
"ENSMUSG00000024425"	"OK"	"negbinomial.size"	5.14545218997016e-87	2.32966330984841e-85	"ENSMUSG00000024425"	"Ndfip1"	"Ndfip1"	"ENSMUSG00000024425"	13522	FALSE
"ENSMUSG00000024500"	"OK"	"negbinomial.size"	2.43180521295099e-70	8.76744587771104e-69	"ENSMUSG00000024500"	"Ppp2r2b"	"Ppp2r2b"	"ENSMUSG00000024500"	11251	TRUE
"ENSMUSG00000024501"	"OK"	"negbinomial.size"	9.37209069836427e-54	2.50808097297291e-52	"ENSMUSG00000024501"	"Dpysl3"	"Dpysl3"	"ENSMUSG00000024501"	19981	TRUE
"ENSMUSG00000034484"	"OK"	"negbinomial.size"	1.46062236343447e-43	3.04540740434966e-42	"ENSMUSG00000034484"	"Snx2"	"Snx2"	"ENSMUSG00000034484"	14375	FALSE
"ENSMUSG00000024608"	"OK"	"negbinomial.size"	2.65984244322595e-35	4.5624500058639e-34	"ENSMUSG00000024608"	"Rps14"	"Rps14"	"ENSMUSG00000024608"	27577	FALSE
"ENSMUSG00000024583"	"OK"	"negbinomial.size"	1.8129159424146e-43	3.7548092823281e-42	"ENSMUSG00000024583"	"Txnl1"	"Txnl1"	"ENSMUSG00000024583"	25903	FALSE
"ENSMUSG00000024516"	"OK"	"negbinomial.size"	1.38380971656415e-65	4.57597374426468e-64	"ENSMUSG00000024516"	"Sec11c"	"Sec11c"	"ENSMUSG00000024516"	20434	FALSE
"ENSMUSG00000053477"	"OK"	"negbinomial.size"	1.75898512638223e-64	5.67208971913112e-63	"ENSMUSG00000053477"	"Tcf4"	"Tcf4"	"ENSMUSG00000053477"	26794	TRUE
"ENSMUSG00000062328"	"OK"	"negbinomial.size"	7.24090111102709e-39	1.38546725803743e-37	"ENSMUSG00000062328"	"Rpl17"	"Rpl17"	"ENSMUSG00000062328"	27570	FALSE
"ENSMUSG00000025428"	"OK"	"negbinomial.size"	6.25189102242596e-69	2.19309015032172e-67	"ENSMUSG00000025428"	"Atp5a1"	"Atp5a1"	"ENSMUSG00000025428"	27473	FALSE
"ENSMUSG00000041607"	"OK"	"negbinomial.size"	2.88887592658032e-38	5.46046632967093e-37	"ENSMUSG00000041607"	"Mbp"	"Mbp"	"ENSMUSG00000041607"	1128	TRUE
"ENSMUSG00000024758"	"OK"	"negbinomial.size"	2.79248801621578e-36	4.94238646051827e-35	"ENSMUSG00000024758"	"Rtn3"	"Rtn3"	"ENSMUSG00000024758"	25965	FALSE
"ENSMUSG00000010095"	"OK"	"negbinomial.size"	3.57034955721108e-71	1.30535667496626e-69	"ENSMUSG00000010095"	"Slc3a2"	"Slc3a2"	"ENSMUSG00000010095"	22293	TRUE
"ENSMUSG00000010097"	"OK"	"negbinomial.size"	1.87447798899672e-69	6.65034047349066e-68	"ENSMUSG00000010097"	"Nxf1"	"Nxf1"	"ENSMUSG00000010097"	19678	FALSE
"ENSMUSG00000024654"	"OK"	"negbinomial.size"	6.23182058806499e-106	3.50399298408348e-104	"ENSMUSG00000024654"	"Asrgl1"	"Asrgl1"	"ENSMUSG00000024654"	16029	TRUE
"ENSMUSG00000024661"	"OK"	"negbinomial.size"	5.74566221277532e-38	1.07558520389394e-36	"ENSMUSG00000024661"	"Fth1"	"Fth1"	"ENSMUSG00000024661"	27565	TRUE
"ENSMUSG00000047368"	"OK"	"negbinomial.size"	3.36123426703479e-56	9.38193973280767e-55	"ENSMUSG00000047368"	"Abhd17b"	"Abhd17b"	"ENSMUSG00000047368"	19871	TRUE
"ENSMUSG00000062456"	"OK"	"negbinomial.size"	3.63573896478863e-41	7.20440640923448e-40	"ENSMUSG00000062456"	"Rpl9-ps6"	"Rpl9-ps6"	"ENSMUSG00000062456"	19464	FALSE
"ENSMUSG00000011752"	"OK"	"negbinomial.size"	3.04136294380669e-123	2.10529901554619e-121	"ENSMUSG00000011752"	"Pgam1"	"Pgam1"	"ENSMUSG00000011752"	27189	FALSE
"ENSMUSG00000025204"	"OK"	"negbinomial.size"	1.44385395904329e-98	7.57172572797952e-97	"ENSMUSG00000025204"	"Ndufb8"	"Ndufb8"	"ENSMUSG00000025204"	27433	FALSE
"ENSMUSG00000036748"	"OK"	"negbinomial.size"	3.08211469751867e-46	6.86751593903481e-45	"ENSMUSG00000036748"	"Cuedc2"	"Cuedc2"	"ENSMUSG00000036748"	23771	FALSE
"ENSMUSG00000071528"	"OK"	"negbinomial.size"	2.35298981063249e-49	5.73518251965588e-48	"ENSMUSG00000071528"	"Usmg5"	"Usmg5"	"ENSMUSG00000071528"	27560	FALSE
"ENSMUSG00000064345"	"OK"	"negbinomial.size"	3.90567134585934e-73	1.48006888593088e-71	"ENSMUSG00000064345"	"mt-Nd2"	"mt-Nd2"	"ENSMUSG00000064345"	27464	TRUE
"ENSMUSG00000064357"	"OK"	"negbinomial.size"	1.9056791723972e-93	9.30437401570104e-92	"ENSMUSG00000064357"	"mt-Atp6"	"mt-Atp6"	"ENSMUSG00000064357"	27572	TRUE
"ENSMUSG00000064358"	"OK"	"negbinomial.size"	2.86851046820954e-78	1.16955629692051e-76	"ENSMUSG00000064358"	"mt-Co3"	"mt-Co3"	"ENSMUSG00000064358"	27565	TRUE
"ENSMUSG00000064363"	"OK"	"negbinomial.size"	4.1346590180503e-108	2.38508571133827e-106	"ENSMUSG00000064363"	"mt-Nd4"	"mt-Nd4"	"ENSMUSG00000064363"	27501	TRUE
"ENSMUSG00000064370"	"OK"	"negbinomial.size"	3.37629093617208e-283	7.1061799095784e-281	"ENSMUSG00000064370"	"mt-Cytb"	"mt-Cytb"	"ENSMUSG00000064370"	27553	TRUE
